,search_term,title,author,publisher,ratings_count,average_rating,pub_date,pub_year
12,Jane Lawrence,Project Atlantis,Jane L. Lawrence,,6,2.50,"(None, None, None)",
13,Jane Lawrence,Piggy Pie,Jane Lawrence Riley,,9,3.89,"(None, None, None)",
14,Jane Lawrence,Robert Bloch's Psychos,Robert Bloch,Pocket Books,312,3.80,"('1', '1', '1998')",1998
15,Jane Lawrence,"Dark City Lights: New York Short Stories (Have a NYC, #4)",Lawrence Block,Three Rooms Press,36,3.98,"('4', '28', '2015')",2015
16,Jane Lawrence,Don't Open This Book,Marvin Kaye,Guild America Books,176,3.86,"('1', '1', '1998')",1998
17,Jane Lawrence,"Me Tanner, You Jane (Evan Tanner, #7)",Lawrence Block,Harper,242,3.58,"('9', '25', '2007')",2007
18,Jane Lawrence,The Centaur Collection of 50 Literary Masterpieces (Centaur Classics),D.H. Lawrence,,37,4.00,"(None, None, None)",
19,Jane Lawrence,The Year's Best Fantasy and Horror: Fifteenth Annual Collection,Ellen Datlow,St. Martin's Griffin,212,4.01,"('8', '24', '2002')",2002
0,Cold Counsel,Cold Counsel,Chris  Sharp,Tor.com,147,3.76,"('2', '21', '2017')",2017
1,Cold Counsel,Cold Counsel: Women in Old Norse Literature and Myth,Sarah M.  Anderson,Routledge,19,3.68,"('12', '21', '2002')",2002
2,Cold Counsel,Cold Reading in Counselling and Psychotherapy: Becoming the Projected Archetype,Alex H. Parker,CreateSpace Independent Publishing Platform,0,4.00,"('9', '22', '2013')",2013
3,Cold Counsel,Cold Reading in Counselling and Psychotherapy (Larger Print Edition),Alex Parker,,0,0.00,"(None, None, None)",
4,Cold Counsel,"Smoking Kills! ... Get Help Now to Stop Smoking for Life: Learn Tips To Quit Smoking Including Tobacco Facts And The Different Solutions To Stop Smoking Such As Nicotine Patches, Addiction Counseling, Cold Turkey And Other Stop Smoking Aids To Help You Ki",Greg D. Haider,,0,0.00,"(None, None, None)",
5,Cold Counsel,"The Trial of Lieutenant Renshaw, of the U. S. Navy, Indicted for Challenging Joseph Strong, Esq., Attorney at Law, to Fight a Duel: With the Speeches of the Learned Counsel Colden, Hoffman and Emmet; Taken in Short-Hand (Classic Reprint)",William Sampson,Forgotten Books,0,0.00,"('4', '23', '2018')",2018
6,Cold Counsel,"The Trial of Lieutenant Renshaw, of the U.S. Navy: Indicted for Challenging Joseph Strong ... to Fight a Duel. with the Speeches of the Learned Counsel, Colden, Hoffman and Emmet",James Renshaw,Sagwan Press,0,0.00,"('8', '21', '2015')",2015
7,Cold Counsel,Counseling Psychology and Optimal Human Functioning,Peter Wilson Coldham,Routledge,0,0.00,"('5', '1', '2003')",2003
0,Miriam Black,"Blackbirds (Miriam Black, #1)",Chuck Wendig,Angry Robot,6649,3.75,"('4', '24', '2012')",2012
1,Miriam Black,"Mockingbird (Miriam Black, #2)",Chuck Wendig,Angry Robot,2935,4.10,"('8', '28', '2012')",2012
2,Miriam Black,"The Cormorant (Miriam Black, #3)",Chuck Wendig,Angry Robot,1783,4.23,"('12', '31', '2013')",2013
3,Miriam Black,"Thunderbird (Miriam Black, #4)",Chuck Wendig,Saga Press,650,4.25,"('2', '28', '2017')",2017
4,Miriam Black,"The Raptor & the Wren (Miriam Black, #5)",Chuck Wendig,SAGA Press,586,4.29,"('1', '23', '2018')",2018
5,Miriam Black,"Vultures (Miriam Black, #6)",Chuck Wendig,SAGA Press,272,4.48,"('1', None, '2019')",2019
6,Miriam Black,"Three Slices (The Iron Druid Chronicles, #7.5; Blud, #3.5; Miriam Black, #3.5)",Kevin Hearne,Podium Publishing,67,3.92,"('5', '5', '2015')",2015
7,Miriam Black,Turtle Season,Miriam Ruth Black,Beaver's Pond Press,40,3.91,"('11', '1', '2012')",2012
8,Miriam Black,Persistence: All Ways Butch and Femme,Ivan E. Coyote,Arsenal Pulp Press,1031,4.04,"('5', '3', '2011')",2011
9,Miriam Black,"Chuck Wendig Books 2017 Checklist: Reading Order of Atlanta Burns Series, Miriam Black Series, Mookie Pearl Series, The Heartland Trilogy Series and List of All Chuck Wendig Books",Platinum List,,0,0.00,"(None, None, None)",
10,Miriam Black,Like Birds In Black and White,Miriam Raz-Zunszajn,,532,4.31,"(None, None, None)",
11,Miriam Black,"Wrasse Records Artists: Miriam Makeba, Ladysmith Black Mambazo, K'Naan, Angelique Kidjo, Juanes, Cafe Tacuba, Mahotella Queens",Books LLC,"Books LLC, Wiki Series",0,0.00,"('8', '18', '2011')",2011
12,Miriam Black,"Blackwater Spirits (Glynis Tryon, #3)",Miriam Grace Monfredo,Berkley,209,3.99,"('6', '1', '1996')",1996
13,Miriam Black,Black Stone: Onneyn Morris Tahi; An Autobiography,Miriam Leah Adomea,Xlibris,2,4.50,"('9', '28', '2016')",2016
14,Miriam Black,"All Set for Black, Thanks.: A New Look at Mourning",Miriam Weinstein,She Writes Press,13,3.80,"('9', '13', '2016')",2016
15,Miriam Black,Erotique Noire: Black Erotica: A Celebration Of Black Sensuality,Miriam DeCosta-Willis,,12,4.21,"(None, None, None)",
16,Miriam Black,The Teacher from the Black Lagoon and Other Back to School Stories,Mike Thaler,Findaway World,53,4.08,"('6', '1', '2008')",2008
17,Miriam Black,"La venganza (Blackwood, # 1)",Miriam Meza,Createspace Independent Publishing Platform,6,4.38,"('8', '30', '2014')",2014
18,Miriam Black,Erotique Noire/Black Erotica,Roseann P. Bell,,24,4.33,"(None, None, None)",
19,Miriam Black,Blacktower,Miriam Lynch,,3,4.00,"(None, None, None)",
0,Mookie,"The Blue Blazes (Mookie Pearl, #1)",Chuck Wendig,Angry Robot,1469,3.85,"('5', '28', '2013')",2013
1,Mookie,"The Hellsblood Bride (Mookie Pearl, #2)",Chuck Wendig,Angry Robots,147,3.92,"(None, None, None)",
2,Mookie,"Mookie: Life, Baseball, and the '86 Mets",Mookie Wilson,Berkley,133,3.59,"('4', '29', '2014')",2014
3,Mookie,"The Bad Guys Won: A season of brawling, boozing, bimbo-chasing, and championship baseball with Straw, Doc, Mookie, Nails, The Kid, and the rest of the 1986 Mets, the rowdiest team to ever put on a New York uniform--and maybe the best",Jeff Pearlman,Harper,188,4.04,"('4', '27', '2004')",2004
4,Mookie,"Red Devils Rise (Mookie Pearl, #3)",Chuck Wendig,Angry Robot,0,0.00,"('9', '1', '2015')",2015
5,Mookie,The Proxy Eros,Mookie Katigbak-Lacuesta,Anvil Publishing Inc.,40,4.48,"(None, None, '2008')",2008
6,Mookie,Burning Houses,Mookie Katigbak-Lacuesta,University of Santo Tomas Publishing House,29,4.00,"(None, None, '2013')",2013
7,Mookie,"Mookie, gueule d'amour (Snowberry Creek, #1)",Alexis Morgan,J'ai Lu,9,3.98,"('10', '1', '2014')",2014
8,Mookie,Hush Harbor,Mookie Katigbak-Lacuesta,University of Santo Tomas Publishing House,18,3.39,"(None, None, '2017')",2017
9,Mookie,Mookie and the Rescued Cat,Judith Kristen,Aquinas & Krone Publishing,4,4.75,"('5', '1', '2009')",2009
10,Mookie,The Trump Diary Reported by Mookie Goldwater,Chris       Murphy,,2,4.00,"(None, None, None)",
11,Mookie,Mookie Goes Fishing,Robin Tzannes,,2,4.36,"(None, None, None)",
12,Mookie,Mookie Is Missing!,Carol Ghiglieri,Scholastic Inc,2,5.00,"('1', '1', '2004')",2004
13,Mookie,Tropicalia,Mookie Katigbak-Lacuesta,Vagabond Press,5,4.00,"('2', '21', '2016')",2016
14,Mookie,"Mets Pride: For the Love of Mookie, Mike and David Wright",Alan Ross,Cumberland House Publishing,5,3.60,"('2', '1', '2007')",2007
15,Mookie,"Poems of Carlomar Arcangel Daoana, Mookie Katigbak-Lacuesta & Allan Justo Pastrana",Allan Justo Pastrana,Vagabond Press,2,4.50,"('7', '1', '2015')",2015
16,Mookie,Mookie: A Girl in Maximsubornia,Joseph N. Chomiak,,3,4.75,"(None, None, None)",
17,Mookie,Stolen Curren$y,Mookie G,Prolific Concept Productions,0,0.00,"(None, None, '2014')",2014
18,Mookie,Mookie: A Coloring Book,Enisca L. Jones,Enisca L. Jones,0,0.00,"('9', '16', '2014')",2014
19,Mookie,Mookie Betts,Greg Bates,Focus Readers,0,0.00,"('9', '1', '2018')",2018
0,The Caledonian Gambit,The Caledonian Gambit,Dan Moren,Talos,552,3.88,"('5', '23', '2017')",2017
0,Long Price,"A Shadow in Summer (Long Price Quartet, #1)",Daniel Abraham,Tor Books,10072,3.61,"('3', '7', '2006')",2006
1,Long Price,"A Betrayal in Winter (Long Price Quartet, #2)",Daniel Abraham,Tor Books,5576,3.89,"('8', '21', '2007')",2007
2,Long Price,"An Autumn War (Long Price Quartet, #3)",Daniel Abraham,Tor Books,5633,4.03,"('7', '22', '2008')",2008
3,Long Price,"The Price of Spring (Long Price Quartet, #4)",Daniel Abraham,Tor Books,4704,4.08,"('7', '21', '2009')",2009
4,Long Price,"Shadow and Betrayal (Long Price Quartet, #1-2)",Daniel Abraham,Orbit,803,3.80,"('1', '1', '2010')",2010
5,Long Price,"Seasons of War (Long Price Quartet, #3-4)",Daniel Abraham,Orbit,601,4.08,"('1', '1', '2010')",2010
6,Long Price,"The Long Price Quartet: The Complete Quartet (a Shadow in Summer, a Betrayal in Winter, an Autumn War, the Price of Spring)",Daniel Abraham,Tor Books,80,4.32,"('11', '13', '2018')",2018
7,Long Price,The Christian Delusion: Why Faith Fails,John W. Loftus,Prometheus Books,731,4.00,"('4', '27', '2010')",2010
8,Long Price,The Long Price,Daniel Abraham,,0,0.00,"(None, None, None)",
9,Long Price,A Long and Happy Life,Reynolds Price,Scribner Book Company,658,3.91,"('12', '21', '1987')",1987
10,Long Price,The Cthulhu Mythos Megapack: 40 Modern and Classic Lovecraftian Stories,John Gregory Betancourt,Wildside Press,808,4.07,"('4', '17', '2012')",2012
11,Long Price,The Price of Silence: A Mom's Perspective on Mental Illness,Liza Long,Avery,257,3.75,"('8', '28', '2014')",2014
12,Long Price,Pricing Strategies: Maximize your bottom line for long-term financial health (Successful Indie Author Book 5),Craig Martelle,,68,4.46,"(None, None, None)",
13,Long Price,Daddy Long Legs: The Natural Education of a Father,John T. Price,Trumpeter,47,4.20,"('5', '14', '2013')",2013
14,Long Price,All Year Long (Fisher- Price Little People Book),Dina Anastasio,Marvel Books,1,5.00,"(None, None, '1987')",1987
15,Long Price,The Long Lavender Look (Price-Lessaudio),John D. MacDonald,Random House Audio,1,4.18,"('4', '12', '1994')",1994
16,Long Price,"Daniel Abraham Books 2017 Checklist: Reading Order of Dagger and the Coin Series, The Long Price Quartet Series and List of All Daniel Abraham Books",Ruby Reads,,0,0.00,"(None, None, None)",
17,Long Price,"Long's Priced Catalogue of Rooted Cuttings, Plants, Bulbs, Etc: Spring 1896 (Classic Reprint)",Dan'l B Long,Forgotten Books,0,0.00,"('9', '26', '2018')",2018
18,Long Price,Fourth Ministerial Meeting on Commodity Markets and Prices: Long-Term Commodity Price Trends and Sustainable Agricultural Development,Food and Agricultural Organization,Food & Agriculture Organization of the UN (FAO),0,0.00,"(None, None, None)",
19,Long Price,"Long's Priced Catalogue of Rooted Cuttings, Plants, Bulbs, Etc: Spring 1896 (Classic Reprint)",Dan'l B Long,Forgotten Books,0,0.00,"('9', '26', '2018')",2018
0,Black Sun's Daughter,"Unclean Spirits (The Black Sun's Daughter, #1)",M.L.N. Hanover,,4547,3.53,"(None, None, None)",
1,Black Sun's Daughter,"Darker Angels (The Black Sun's Daughter, #2)",M.L.N. Hanover,Pocket Books,1996,3.87,"('9', '29', '2009')",2009
2,Black Sun's Daughter,"Killing Rites (The Black Sun's Daughter, #4)",M.L.N. Hanover,Pocket Books,1534,4.08,"('11', '29', '2011')",2011
3,Black Sun's Daughter,"Vicious Grace (The Black Sun's Daughter, #3)",M.L.N. Hanover,Pocket Books,1663,3.94,"('11', '30', '2010')",2010
4,Black Sun's Daughter,"Graveyard Child (The Black Sun's Daughter, #5)",M.L.N. Hanover,Pocket Books,959,4.06,"('4', '28', '2013')",2013
5,Black Sun's Daughter,"Singoli Grunge: All Apologiesrape Me, Jeremy, Smells Like Teen Spirit, Dissident, Heart-Shaped Box, Black Hole Sun, Daughter, Even Flow",Source Wikipedia,"Books LLC, Wiki Series",0,0.00,"('7', '30', '2011')",2011
6,Black Sun's Daughter,"Daughters of the Sun, Women of the Moon: Poetry by Black Canadian Women",Ann Wallace,,1,4.00,"(None, None, None)",
7,Black Sun's Daughter,Daughters of the Sun: The Bible's Black Women in Perspective,Constance C. Ridgeway,Not Avail,0,0.00,"('12', '31', '2003')",2003
8,Black Sun's Daughter,Daughter of a Black Sun,Nicia De'Lovely,,0,0.00,"(None, None, None)",
9,Black Sun's Daughter,Daughter of a Black Sun: Profound Poetry by Nicia de'Lovely,Nicia De'Lovely,Createspace Independent Publishing Platform,0,0.00,"('12', '19', '2016')",2016
0,Dagger & Coin,"The Dragon's Path (The Dagger and the Coin, #1)",Daniel Abraham,Orbit,16080,3.79,"('4', '7', '2011')",2011
1,Dagger & Coin,"The King's Blood (The Dagger and the Coin, #2)",Daniel Abraham,Orbit,9592,4.00,"('5', '3', '2012')",2012
2,Dagger & Coin,"The Tyrant's Law (The Dagger and the Coin, #3)",Daniel Abraham,Orbit,7502,4.07,"('5', '14', '2013')",2013
3,Dagger & Coin,"The Widow's House (The Dagger and the Coin, #4)",Daniel Abraham,Orbit,5532,4.07,"('8', '5', '2014')",2014
4,Dagger & Coin,"The Spider's War (The Dagger and the Coin, #5)",Daniel Abraham,Orbit,3967,4.08,"('3', '8', '2016')",2016
5,Dagger & Coin,"Dagger and Coin (Sword and Verse, #2)",Kathy MacMillan,HarperTeen,94,3.75,"('10', '9', '2018')",2018
6,Dagger & Coin,"Focus On: 20 Most Popular High Fantasy Novels: The Name of the Wind, The Chronicles of Prydain, Graceling, The Dagger and the Coin, Phantastes, Magic Kingdom ... of Chalion, The Deed of Paksenarrion, etc.",Wikipedia Contributors,,1,5.00,"(None, None, None)",
7,Dagger & Coin,"Daniel Abraham Books 2017 Checklist: Reading Order of Dagger and the Coin Series, The Long Price Quartet Series and List of All Daniel Abraham Books",Ruby Reads,,0,0.00,"(None, None, None)",
8,Dagger & Coin,Coins and Daggers,Patrice Hannah,,22,3.77,"(None, None, None)",
9,Dagger & Coin,Coins and Daggers,Hannah-Lee Hitchman,,2,5.00,"(None, None, None)",
10,Dagger & Coin,"Pirate Fun [With Adventure Book and Skull Decoder, Eye Patch, Compass, Coins, DaggerWith Hidden Treasure Map]",Dominic Guard,,1,4.00,"(None, None, None)",
0,Arabella of Mars,"Arabella of Mars (Adventures of Arabella Ashby, #1)",David D. Levine,Tor,1652,3.62,"('7', '12', '2016')",2016
1,Arabella of Mars,"Arabella The Traitor of Mars (Adventures of Arabella Ashby, #3)",David D. Levine,Tor Books,175,3.76,"('7', '31', '2018')",2018
2,Arabella of Mars,"The Adventures of Arabella Ashby: Arabella of Mars, Arabella and the Battle of Venus, Arabella The Traitor of Mars",David D. Levine,,1,4.00,"(None, None, None)",
3,Arabella of Mars,"Arabella Grimsbro, Warlord of Mars",Edgar Rice Burroughs,Independently Published,0,0.00,"('6', '6', '2020')",2020
0,The Reborn Empire,"We Ride the Storm (The Reborn Empire, #1)",Devin Madson,,229,4.05,"(None, None, None)",
1,The Reborn Empire,"We Lie With Death (The Reborn Empire, #2)",Devin Madson,Cloudburst Books,16,4.45,"(None, None, None)",
2,The Reborn Empire,"Star Wars Fanon - Campaigns: Death Watch Revival, Military Campaigns, Byss Campaign, Campaign of Coruscant, Campaign of the Empire Reborn, Coruscant Campaign, Difum Campaign, Droid Republic War, Durrei Crisis, Grekins Campaign",Source Wikia,"Books LLC, Wiki Series",0,0.00,"('3', '2', '2012')",2012
3,The Reborn Empire,The Empire Reborn (Forging A Legend Book 3),M. York,,0,0.00,"(None, None, None)",
4,The Reborn Empire,Shtetl Memoirs: Jewish Life In Galicia Under The Austro Hungarian Empire And In The Reborn Poland 1898 1939,Joachim Schoenfeld,,2,3.00,"(None, None, None)",
5,The Reborn Empire,"Chronicles of the Byzantine Empire, The Phoenix Reborn",Ujjwall Uppuluri,Independently Published,1,5.00,"('9', '12', '2020')",2020
0,Corporate Gunslinger,Corporate Gunslinger,Doug Engstrom,,41,3.80,"(None, None, None)",
0,A Thousand Nights,"A Thousand Nights (A Thousand Nights, #1)",E.K. Johnston,Hyperion,10755,3.65,"('10', '6', '2015')",2015
1,A Thousand Nights,"Spindle (A Thousand Nights, #2)",E.K. Johnston,Disney-Hyperion,1349,3.41,"('12', '6', '2016')",2016
2,A Thousand Nights,Lord of a Thousand Nights (Medieval #6),Madeline Hunter,Bantam,804,3.84,"('1', '2', '2002')",2002
3,A Thousand Nights,Hasib and the Queen of Serpents: A Tale of a Thousand and One Nights,David B.,NBM Publishing,172,3.65,"('6', '1', '2018')",2018
4,A Thousand Nights,"A Thousand Starry Nights (Burning Through Gravity, #2)",Addison Moore,Createspace Independent Publishing Platform,261,4.07,"('5', '1', '2015')",2015
5,A Thousand Nights,The Garden of Three Hundred Flowers (A Thousand Nights #1.5),E.K. Johnston,,242,3.64,"(None, None, None)",
6,A Thousand Nights,Dawn of a Thousand Nights: A Story of Honor (World War II Liberator #3),Tricia Goyer,Moody Publishers,245,4.36,"('9', '1', '2005')",2005
7,A Thousand Nights,The Arabian Nights: Tales from a Thousand and One Nights,Anonymous                     .,Modern Library,168,4.04,"('4', '10', '2001')",2001
8,A Thousand Nights,The Dream of a Thousand Nights,Shira Anthony,Dreamspinner Press,119,3.42,"('9', '26', '2011')",2011
9,A Thousand Nights,A Thousand Sleepless Nights,Michael   King,Realms,91,4.08,"('10', '16', '2012')",2012
10,A Thousand Nights,A Thousand Sleepless Nights,Teri Harman,Cedar Fort,49,4.08,"('5', None, '2018')",2018
11,A Thousand Nights,The Arabian Nights: Tales from a Thousand and One Nights; Volume 1-4 of 9,Anonymous                         .,,15,3.87,"(None, None, None)",
12,A Thousand Nights,"From Dust and Ashes, Night Song, Dawn of a Thousand Nights, and Arms of Deliverance (World War II Liberator #1-4)",Tricia Goyer,Moody Publishers,18,4.46,"('7', '1', '2006')",2006
13,A Thousand Nights,Sweet Delights from a Thousand and One Nights: The Story of Traditional Arab Sweets,Habeeb Salloum,I. B. Tauris,7,3.50,"('8', '27', '2013')",2013
14,A Thousand Nights,A Thousand and One Nights,Lara Tupper,Harvest Books,33,2.82,"('1', '1', '2006')",2006
15,A Thousand Nights,The Arabian Nights: Tales from a Thousand and One Nights,Anonymous                         .,Folio Society,14,3.64,"(None, None, '1999')",1999
16,A Thousand Nights,The Arabian Nights: Tales from a Thousand and One Nights,Anonymous                         .,The Folio Society,13,3.71,"(None, None, '2001')",2001
17,A Thousand Nights,One Thousand and One Nights,Hanan Al-Shaykh,Pantheon,1816,3.78,"('6', '11', '2013')",2013
18,A Thousand Nights,"The Book of a Thousand Nights and One Night: 17 Volumes, Complete",Anonymous                     .,Easton Press,7,4.07,"(None, None, '1994')",1994
19,A Thousand Nights,Alf Layla wa Layla [الف ليلة و ليلة] A Thousand Nights and a Night; 6 volumes complete,Anonymous                         .,,5,4.20,"(None, None, None)",
0,The Bird King,The Bird King,G. Willow Wilson,Grove Press,4491,3.75,"('3', '12', '2019')",2019
1,The Bird King,The Bird King and Other Sketches,Shaun Tan,Windy Hollow Books,1028,4.30,"(None, None, '2010')",2010
2,The Bird King,"Fire Birds (The King Of Clayfield, Book 3)",Shane Gregory,,94,4.02,"(None, None, None)",
3,The Bird King,The Bird King: An Artist's Sketchbook,Shaun Tan,,17,4.53,"(None, None, None)",
4,The Bird King,Kingbird Highway: The Biggest Year in the Life of an Extreme Birder,Kenn Kaufman,Houghton Mifflin Harcourt,1494,4.24,"('4', '11', '2006')",2006
5,The Bird King,The King Bird Rides,Max Brand,Warner Books (NY),13,3.88,"('9', '1', '1986')",1986
6,The Bird King,The Bear and the Bird King,Jacob Grimm,Dutton Children's Books,4,2.85,"(None, None, '1994')",1994
7,The Bird King,The King of Birds (Gamayun Tales Vol. 1),Alexander Utkin,Nobrow,195,3.92,"('2', '2', '2018')",2018
8,The Bird King,The King's Obsession (The Companion #4),Tanya Bird,,458,4.50,"(None, None, None)",
9,The Bird King,The King of the Birds,Acree Graham Macam,Groundwood Books,115,3.68,"('9', '1', '2016')",2016
10,The Bird King,King of the Birds (Arlo & Pips #1),Elise Gravel,HarperAlley,61,4.31,"('10', '6', '2020')",2020
11,The Bird King,The Great Green Bird King,Darryl Castillo,Xlibris Us,0,0.00,"('2', '6', '2008')",2008
12,The Bird King,The Bird King,Michael Thompson-Renzi,,1,3.00,"(None, None, None)",
13,The Bird King,The Madness of the Bird King,James Knight,Lulu.com,1,3.00,"('11', '3', '2014')",2014
14,The Bird King,The King Bird Rides: Large Print,Frederick Schiller Faust,Independently Published,0,0.00,"('10', '14', '2019')",2019
15,The Bird King,The King Of The Birds,Helen Ward,Millbrook Press,36,4.12,"('9', '1', '1997')",1997
16,The Bird King,The Museum of All Things Awesome and that Go Boom,Joanne Merriam,Upper Rubber Boot Books,11,4.55,"('7', '26', '2016')",2016
17,The Bird King,King Goshawk and the Birds,Eimar O'Duffy,Dalkey Archive Press,4,4.40,"('7', '21', '2017')",2017
18,The Bird King,The 21st Pan Book of Horror Stories,Herbert van Thal,,21,3.81,"(None, None, None)",
19,The Bird King,King of the Birds,Shirley Climo,Harpercoll,14,3.33,"('8', '30', '1991')",1991
0,"Vellum, Ink","Botanical Art Techniques: A Comprehensive Guide to Watercolor, Graphite, Colored Pencil, Vellum, Pen and Ink, Egg Tempera, Oils, Printmaking, and More",American Society of Botanical Artists,,64,4.66,"(None, None, None)",
1,"Vellum, Ink","Earliest Works of John Trumbull: Original Studies, Drawn in India Ink on Vellum, Comprising Groups, Portraits, and Miniatures of George Washington, the Generals, Statesmen and Celebrities of the Revolutionary Period: Also Pen and Ink Portraits of",John Trumbull,Andesite Press,0,0.00,"('8', '13', '2015')",2015
0,Machinations + sequel,"Les machinations du destin (Sequels, #2)",Judith McNaught,J'ai lu pour elle,2,4.32,"('2', '5', '2020')",2020
0,Terminal 3,Savage Son (Terminal List #3),Jack Carr,,1611,4.51,"(None, None, None)",
1,Terminal 3,"Three Plays: Demons, Act, and Terminal 3",Lars Norén,Chaucer,11,4.00,"('1', '31', '2015')",2015
2,Terminal 3,Terminal 3,Ivar Leon Menger,Bastei Lübbe,6,2.89,"('1', '17', '2014')",2014
3,Terminal 3,Savage Son: A Thriller (Terminal List Book 3),Jack Carr,,10,4.70,"(None, None, None)",
4,Terminal 3,Fabrication (Terminals #3),Thomas Cardin,,11,4.09,"(None, None, None)",
5,Terminal 3,"The Book of the Thousand Nights and a Night: the complete Burton Translation with the Complete Burton Notes, the Terminal Index, Volumes 3 & 4, within Volume 2 of 3",Anonymous,Heritage Press,11,4.57,"(None, None, '1962')",1962
6,Terminal 3,Terminal 3,Illimani Ferreira,MÖBIUS BOOKS,3,5.00,"('9', '25', '2020')",2020
7,Terminal 3,"Project Terminal: End Game (Project Terminal, #3)",Olivia Starke,"Beachwalk Press, Inc.",3,4.67,"('12', '16', '2013')",2013
8,Terminal 3,Terminal city 3,Dean Motter,Norma editorial,7,3.71,"('2', None, '1999')",1999
9,Terminal 3,"Makran, Oman and Zanzibar: Three-Terminal Cultural Corridor in the Western Indian Ocean (1799-1856)",Beatrice Nicolini,Brill,3,3.71,"('4', '15', '2004')",2004
10,Terminal 3,Terminal 3 - Folge 6: Sei gerecht,Ivar Leon Menger,Audible GmbH,2,3.00,"(None, None, None)",
11,Terminal 3,Terminal 3 - Sterben hat seine Zeit,Johann Beckmann,Psychothriller GmbH,2,4.00,"(None, None, '2011')",2011
12,Terminal 3,Terminal 3 - Folge 1: Sterben hat seine Zeit. Thriller (German Edition),Ivar Leon Menger,,2,3.00,"(None, None, None)",
13,Terminal 3,Terminal 3 - Was im Verborgenen liegt,Ivar Leon Menger,Psychothriller GmbH,5,3.60,"('1', None, '2013')",2013
14,Terminal 3,Terminal 3 - Folge 4: Weiche Ziele. Thriller,Ivar Leon Menger,,0,0.00,"(None, None, None)",
15,Terminal 3,Terminal 3 - Folge 8: Im Namen des Drachen,Ivar Leon Menger,,1,4.00,"(None, None, None)",
16,Terminal 3,Terminal 3,Hugh  Miller,Futura,3,3.00,"('11', '2', '1978')",1978
17,Terminal 3,Terminal 3 - Tanz der Marionetten,Johann Beckmann,Psychothriller GmbH,4,3.50,"(None, None, '2011')",2011
18,Terminal 3,"The Hunter #3: Terminal Oblivion (The Hunter, #3)",Adam Hamdy,Dare Comics,2,4.00,"(None, None, '2008')",2008
19,Terminal 3,Terminal 3 - Weiche Ziele,Raimon Weber,Psychothriller GmbH,3,4.33,"('3', '17', '2011')",2011
0,The Reburialists,The Reburialists,J.C. Nelson,Ace,142,3.65,"('3', '1', '2016')",2016
0,The Golden City,"The Golden City (The Golden City, #1)",J. Kathleen Cheney,Roc,1009,3.74,"('11', '5', '2013')",2013
1,The Golden City,"The Golden City (Fourth Realm, #3)",John Twelve Hawks,Doubleday Canada,3292,3.57,"('9', '8', '2009')",2009
2,The Golden City,"The Seat of Magic (The Golden City, #2)",J. Kathleen Cheney,Roc,484,4.04,"('7', '1', '2014')",2014
3,The Golden City,"The Art of Love (The Golden City, #1)",A.B. Michaels,Red Trumpet Press,322,4.10,"('4', '2', '2018')",2018
4,The Golden City,"The Depth of Beauty (The Golden City, #2)",A.B. Michaels,Red Trumpet Press,251,4.26,"('1', '6', '2016')",2016
5,The Golden City,"The Shores of Spain (The Golden City, #3)",J. Kathleen Cheney,Roc,241,3.88,"('7', '7', '2015')",2015
6,The Golden City,Imprisoned in the Golden City,Dave Jackson,Bethany House Publishers,653,3.79,"('4', '1', '1993')",1993
7,The Golden City,"The Seer's Choice (The Golden City, #3.5)",J. Kathleen Cheney,Createspace,39,4.01,"('4', '2', '2016')",2016
8,The Golden City,Panasu The Golden City & The Capasstars,Chetan M. Kumbhar,Educreation,38,4.87,"('3', '12', '2016')",2016
9,The Golden City,"The Promise (The Golden City, #3)",A.B. Michaels,Red Trumpet Press,12,4.06,"(None, None, None)",
10,The Golden City,In Search of the Golden City,Mia Lutsch,All Things That Matter Press,5,4.20,"('2', '1', '2016')",2016
11,The Golden City,"The Price of Compassion (The Golden City, #4)",A.B. Michaels,Red Trumpet Press,58,4.37,"('8', '27', '2018')",2018
12,The Golden City,After the War (The Golden City),J. Kathleen Cheney,Createspace,2,3.93,"('7', '26', '2016')",2016
13,The Golden City,King of the Golden City,Mary Loyola,,66,4.77,"(None, None, None)",
14,The Golden City,"Dreams In The Golden Country: the Diary of Zipporah Feldman, a Jewish Immigrant Girl, New York City, 1903 (Dear America)",Kathryn Lasky,,4117,3.87,"(None, None, None)",
15,The Golden City,The Quest for the Seven Golden Cities (Order of the Black Sun Book 36),Preston William Child,,28,4.14,"(None, None, None)",
16,The Golden City,The Secret Diary of a Jewish Housewife: Move to the Golden City,Rivka Levy,,17,3.06,"(None, None, None)",
17,The Golden City,The Golden City (The Brighton Duology #2),Liz Long,,17,4.18,"(None, None, None)",
18,The Golden City,Josephine's Daughter (The Golden City Book 5),A.B. Michaels,,16,4.33,"(None, None, None)",
19,The Golden City,The Golden City Captives,Julie C. Gilbert,,16,4.38,"(None, None, None)",
0,The Seat of Magic,"The Seat of Magic (The Golden City, #2)",J. Kathleen Cheney,Roc,484,4.04,"('7', '1', '2014')",2014
1,The Seat of Magic,Super Seahawks: The Story of the Seahawks' Magical Run to the Super Bowl,The Seattle Times,Triumph Books,4,3.75,"('2', '1', '2006')",2006
2,The Seat of Magic,In Seattle They Dream of Alaska: A Magical Realism Novel,Joe Hat,Inkwater Press,0,0.00,"('11', '5', '2007')",2007
